SMILES,matched_by,matched_query,pubchem_cid,MW,nHBAcc,ALogP,FMF,HybRatio,nAcid,S1,S2,S3,S4,S5,S6
CC1(CCCC2(C1CCC3(C2CCO3)C)C)C,Name,Ambroxane,107166,236.3935204,1,3.7302,0.288888889,1,0,129266287.9,53403259.53,160397217.8,13796125.98,14984988.66,8625398.921
CC12CCC(C(C1CCC(=C)C2CC=C3C(COC3=O)O)(C)CO)O,Name,Andrographolide,5318517,350.4499652,5,2.0569,0.309090909,0.75,0,358566505.1,65596650.92,32062474.93,99309596.14,94651914.72,75624602.07
,,,,,,,,,,8733499.246,14670450.59,6504322.21,1184328674,773843434.2,595454037.1
,,,,,,,,,,301687083.1,21456223.84,15192129.43,54693487.29,64346774.66,24566677.32
C1CC(=O)NC1C(=O)O,Name,Pyroglutamic acid,7405,129.1141828,4,-0.6726,0.3125,0.6,1,79310688.04,99454456.9,107273504.6,93184632.18,109874856.1,116782909.8
CC(=C1CC2C(CCC2(C)O)C(CC1=O)(C)O)C,Name,"1,4-dihydroxy-1,4-dimethyl-7-(propan-2-ylidene)-decahydroazulen-6-one",24834047,252.3498313,3,1.7508,0.238095238,0.8,0,475973.3617,437984.794,443765.6412,579071.1394,472501.4077,501553.7416
CC1=CC(=C(C=C1)O)O,Name,4-Methylcatechol,9958,124.1374872,2,1.7814,0.352941176,0.142857143,0,78200226.95,109308615.2,75159655.29,199328574.6,235591606.4,230909437.5
CC1CC(C=CC(C=CC(=O)O1)O)O,Name,"5,8-dihydroxy-10-methyl-5,8,9,10-tetrahydro-2H-oxecin-2-one",643697,198.2161492,4,0.2746,0.357142857,0.5,0,49701382.88,60579323.92,62905027.07,108455832,536335333,462664015.5
CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)C,Name,Coenzyme Q2,5280346,318.4080613,4,3.5006,0.12244898,0.473684211,0,402187275.1,125281980.2,81758808.06,75989069.81,31275116.47,132560726
CC1=CC(=O)CC(C1)(C)C,Name,Isophorone,6544,138.2071986,1,2.0556,0.25,0.666666667,0,92109421.54,102388491.4,100869177.4,98936337.45,120216769.5,118847682.6
CC(=O)OCC[N+](C)(C)C,Name,Acetylcholine,187,146.2077164,2,-1.195,0,0.857142857,0,13305078.63,15114398.22,12636009.1,12483350.7,14437917.27,15565532.68
C1=CC=C2C(=C1)C(=CN2)C=CC(=O)O,Name,Indole-3-acrylic acid,5375048,187.1950747,2,2.1957,0.391304348,0,1,85343215.04,208431410.2,158223674.8,83174672.39,339068397.7,234166133.6
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=O)C)C,Name,(9cis)-Retinal,6436082,284.436464,1,5.573,0.12244898,0.45,0,236779676,1595063.6,919895.7572,4385997.719,2226182.186,2091434.135
CCCCCCCCOC(=O)C1=CC=CC=C1C(=O)O,Name,Octyl hydrogen phthalate,79362,278.3440906,4,4.4433,0.142857143,0.5,1,101095843.4,14580250.01,14485714.04,118540604.8,44258510,19419424.59
CC1=CC=C(C=C1)C(C)CC(=O)C=C(C)C,Name,(+)-ar-Turmerone,160512,216.3192585,1,4.1956,0.166666667,0.4,0,12811200.88,29418270.83,32678692,44274263.6,58677515.75,80473496.81
CC1=CC2=C(C=C1)N=CC=C2,Name,6-Methylquinoline,7059,143.185529,1,2.5025,0.5,0.1,0,22241257.87,35911669.89,130019295.6,22192028.22,44656129.97,20264339.22
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=O)C)C,Name,All trans retinal,638015,284.436464,1,5.573,0.12244898,0.45,0,208773877.6,2423899.021,2068094.284,6101376.754,3586037.048,4116979.555
CCC(C)(CCCCCC1C=CC(=O)O1)O,Name,"5-(6-hydroxy-6-methyloctyl)-2,5-dihydrofuran-2-one",11746327,226.312478,3,2.9948,0.131578947,0.769230769,0,332544013.7,381099718.5,367705707.7,248953036.3,351981951.4,369406224.7
CC1=CCCC(=C)C2CC(C2CC1)(C)C,Name,beta-Caryophyllene,5281515,204.3516165,0,4.7533,0.282051282,0.733333333,0,7023253.945,7170147.911,7890988.254,13637319.89,9980558.426,11624495.4
CC(=CCNC1=NC=NC2=C1NC=N2)CO,Name,trans-Zeatin,449093,219.2435097,5,0.485,0.310344828,0.3,0,16285913.22,27840602.11,20590392.84,24974126.1,19862875.52,20461598.1
C(CCCC(=O)CCC(=O)O)CCCC(=O)O,Name,4-oxododecanedioic acid,13213508,244.2846705,5,1.6768,0,0.75,2,10523396.98,26805222.07,26476801.8,127435023,39090509.64,57326091.93
CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C,Name,Dehydroepiandrosterone (DHEA),5881,288.425133,2,3.1983,0.346938776,0.842105263,0,194449166,6476303.88,2802515.545,14229873.24,10038852.04,8916075.008
,,,,,,,,,,214961868.9,6534953.081,4442242.118,41416629.54,11808077.29,9871342.695
,,,,,,,,,,609068.8765,868811.264,695363.9974,610006.5209,830807.0821,849526.027
CCCCCCCCCCCCCCCC(=O)OC,Name,Methyl palmitate,8181,270.4513057,2,6.6186,0,0.941176471,0,33816018.07,120037141.8,37647622.94,21351611.19,794950404.4,966966377.5
CC(=CCC1=C(C=CC(=C1)C(=O)C)O)C,Name,1-[4-hydroxy-3-(3-methylbut-2-en-1-yl)phenyl]ethan-1-one,442916,204.2654286,2,3.1591,0.193548387,0.307692308,0,14675419.76,19783996.76,11311209.34,12198131.07,13735796.69,11876833.19
CCCCCC=CC(C(C(CCCCCCCC(=O)O)O)O)O,Name,"(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid",75536014,330.4602564,5,3.7997,0,0.833333333,1,52902786.1,24956482.11,18326744.25,21239719.86,34180090.97,32213247.04
CN1CCC2=CC(=C(C3=C2C1CC4=CC(=C(C=C43)OC)OC)OC)OC,Name,Glaucine,16754,355.4282956,1,3.5345,0.333333333,0.428571429,0,27299587.05,15300081.45,14928957.44,7948904.327,9846481.082,11104954.8
COC1=CC(=C(C=C1C=O)OC)OC,Name,"2,4,5-Trimethoxybenzaldehyde",20525,196.2002677,1,1.5402,0.230769231,0.3,0,445043.917,2422319.668,537844.6259,933239.509,598011.878,601478.3213
CC1(CC(=O)CC(N1)(C)C)C,Name,TriacetonaMine,13220,155.237724,2,0.5736,0.214285714,0.888888889,0,4252358.01,5252045.269,5764219.818,4876712.398,7845837.871,8200029.66
CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)O,Name,Etiocholanolone,5880,290.4410145,2,3.4483,0.333333333,0.947368421,0,240169796.6,4211987.134,3584540.663,12028466.99,4481315.186,5682476.007
,,,,,,,,,,5442987.658,14228824.84,9389942.033,5381935.806,7749005.169,7861090.177
CCCCCC=CCC=CCC=CCC=CCCCC(=O)N,Name,Arachidonoyl amide,5283393,303.4828709,2,5.8118,0,0.55,0,168817734.9,139515148.9,340121464,32707408.06,35829851.84,34710971.38
COC1=CC(=CC2=C1OCO2)CC=C,Name,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",4276,192.2115987,0,2.5896,0.346153846,0.272727273,0,44321330.63,52804093.79,27417759.68,22965105.38,18423134.5,26332694.3
COC1=C(C2=C(COC2=O)C=C1)OC,Name,Meconin,68437,194.1843862,2,1.4061,0.375,0.3,0,30155353.38,36748624.71,41280042.63,35497818.85,41532383.92,43936851.4
CCCCC(C=CCC=CCC=CCC=CCCCC(=O)O)O,Name,16(R)-HETE,9548884,320.4670368,3,5.3121,0,0.55,1,120237077.7,19738846.17,24749994.83,23201046.72,27256942.91,23775532.22
CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)O)O,Name,Embelin,3218,294.3865896,4,4.2902,0.127659574,0.647058824,0,133167805.7,255038603.9,151674964.3,178324480,184836447,138817890.9
CC1CCC(C2C1CCC(=C2)C)C(C)C(=O)O,Name,Dihydroartemisinic acid,11020893,236.3504264,2,3.9025,0.243902439,0.8,1,14365962.7,14982881.48,15263891.35,25786226.5,20936022.76,21687087.05
CC(CCC(CC1CCC(=O)O1)O)O,Name,"5-(2,5-dihydroxyhexyl)oxolan-2-one",60208832,202.2479122,4,0.3374,0.15625,0.9,0,18093274.59,31191642.08,21122115.66,37316897.34,20213845.44,24015962.66
CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2,Name,Meperidine-d5,4058,247.3333073,3,2.4455,0.307692308,0.533333333,0,123504165.4,1539112.189,1611100.965,1817268.247,1763415.46,1756896.14
C=CCC1=CC(=C(C=C1)O)C2=CC(=C(C=C2)O)CC=C,Name,Honokiol,72303,266.3349896,2,4.8294,0.315789474,0.111111111,0,10100741.15,21966385.27,11190816.7,7810533.013,11781616.44,8649756.036
C(CO)N(CCO)CCO,Name,Triethanolamine,7618,149.1884447,4,-1.2981,0,1,0,293118463.8,69456241.44,72653446.08,588116845.9,124147865.1,110451677.8
,,,,,,,,,,186668515,15212331.15,22079540.36,42930978.96,21738600.15,21435958.35
CCCCCC(C=CC1=C(C(=O)CC1)CCCCCCC(=O)O)O,Name,Prostaglandin B1,5280388,336.4664418,4,4.6687,0.089285714,0.7,1,112147112.8,19903734.26,8870348.792,12771548.29,15762152.74,15514773.46
CCCCCCC=CCCCCCCCC(=O)O,Name,Palmitoleic Acid,445638,254.4088068,2,5.923,0,0.8125,1,36671103.05,119964431.6,64006822.27,199997041.3,78666328.52,57049844.16
,,,,,,,,,,61449757.32,50753313.05,35024496.78,61264336.3,44429846.25,66758896.38
CCC=CCC1=C(CCC1=O)C,Name,Jasmone,1549018,164.2445519,1,2.968,0.178571429,0.545454545,0,26156484.56,27055968.43,28175382.93,31804766.4,32476832.42,32530120.57
C1=CC(=C(N=C1)C(=O)O)O,Name,3-Hydroxypicolinic acid,13401,139.1090371,4,0.4449,0.4,0,1,31582839.38,29674843.99,28830637.64,17178555.67,19374881.84,21480710.76
CC1(CC2C1CCC3(C(O3)CCC2=C)C)C,Name,(-)-Caryophyllene oxide,1742210,220.3510215,1,3.5192,0.3,0.866666667,0,6974548.023,11044154.06,14452843.68,25720409.42,12543149.75,24228003.83
CCCCCC=CC=CC(=O)CCCCCCCC(=O)O,Name,"9-Oxo-10(E),12(E)-octadecadienoic acid",5283011,294.4296835,3,5.2494,0,0.666666667,1,62281637.85,87409279.52,81850354.67,142430932.5,63147587.08,79869395.37
C1CCN(CC1)C2=C3C=CC(=CC3=NC=C2)Cl,Name,7-chloro-4-piperidinoquinoline,2727551,246.7357579,2,3.7601,0.5,0.357142857,0,11338295.16,44726272.28,2814406.797,68382939.22,63867191.88,21580155.8
C1=CC=C2C=NC=CC2=C1,Name,Isoquinoline,8405,129.1589116,1,1.5878,0.588235294,0,0,10954552.31,14402087.66,12807351.86,28775976.11,21327663.77,21418604.98
CCCCCC(C=CC1C(C(CC(O1)O)O)CC=CCCCC(=O)O)O,Name,Thromboxane B2,5283137,370.4811331,6,3.0017,0.1,0.75,1,34530769.61,40411539.36,21257200.28,23325342.83,28610843.58,20383822.22
CC(C(=O)N1CCN(CC1)CC2=CC=CC=C2)NC3=CC=CC=N3,Name,1-(4-benzylpiperazino)-2-(pyridin-2-ylamino)propan-1-one,2728265,324.4207779,5,2.4246,0.458333333,0.368421053,0,93060430.28,32623591.84,23544495.75,261612152.7,42228603.5,41614421.6
C1=CC=C(C=C1)C=CC(=O)O,Name,Cinnamic acid,444539,148.158959,2,1.9022,0.315789474,0,1,25290230.77,36809330.27,28003757.29,43381585.09,50082133.51,42639183.54
,,,,,,,,,,1038158.844,3257844.032,2683971.153,2126676.95,4809056.992,6009334.868
C1C=C(C2=CC=CC=C21)C(=O)N,Name,1H-indene-3-carboxamide,2741490,159.1849339,2,1.4048,0.428571429,0.1,0,264256.3082,66762.32027,82502.35459,81378.55247,156627.4361,385790.2797
CC1=CC(=C(O1)C)C(=O)C,Name,"3-Acetyl-2,5-dimethylfuran",61527,138.1641046,1,0.9647,0.25,0.375,0,51856866.69,99221444.65,96756065.88,74015594.02,88672216.05,99023706.27
C1CCC(CC1)C(=O)N2CCN(CC2)C3=C(C=C(C=C3)[N+](=O)[O-])N4C=CC=C4,Name,cyclohexyl{4-[4-nitro-2-(1H-pyrrol-1-yl)phenyl]piperazino}methanone,2809573,382.456941,3,4.1061,0.444444444,0.476190476,0,132646622.1,25850527.84,12359828.65,4074097.287,15474301.88,5776873.805
CC(C)C(C(=O)N)NC(=O)C1=NN(C2=CC=CC=C21)CCCC(CF)O,Name,5-fluoro AB-PINACA N-(4-hydroxypentyl) metabolite,118964467,364.4151958,6,2.1364,0.176470588,0.5,0,132646622.1,25850527.84,12359828.65,2121628.458,15474301.88,1512965.2
CC(C)C1C(=O)N2CCCC2C(=O)N1,Name,"3-(propan-2-yl)-octahydropyrrolo[1,2-a]pyrazine-1,4-dione",98951,196.2466273,4,0.4625,0.3,0.8,0,9799473.793,28355533.1,32776995.16,24683038.74,53458066.81,47893312.35
CCCCC1C2=C(C=CCC2)C(=O)O1,Name,Senkyunolide A,3085257,192.2546927,2,3.1909,0.3,0.583333333,0,35589381.78,24531790.12,4866649.312,58694757.97,12809964.42,2144626.7
CC(=O)C1=C(C=C(C=C1O)O)CC(=O)O,Name,"2-(2-acetyl-3,5-dihydroxyphenyl)acetic acid",16196973,210.1837911,5,0.6743,0.24,0.2,1,3968417.218,464469480,289193927.1,9657609.505,35169785.49,29404075.08
C=C1CC1CC(C(=O)O)N,Name,Hypoglycin A,45039541,141.1680126,3,0.3152,0.142857143,0.571428571,1,27238120.03,25259693.88,38386057.11,52070955.56,47224944.11,43492833.61
CC12CC(C3C(C1CCC2(C(=O)COC(=O)CC(C)(C)C)O)CCC4=CC(=O)C=CC34C)O,Name,Prednisolone tebutate,93055,458.5880474,6,3.1539,0.23943662,0.740740741,0,8566228.545,59859812.57,32580252.06,62944955.14,30516129.45,42911527.14
CC(C=CC1C(CC(=O)O1)NC2=CC=C(C=C2)C(=O)O)O,Name,Obscurolide A1,6438770,291.2997591,6,1.3803,0.315789474,0.333333333,1,4676004.005,402673.0053,1866511.574,7710752.606,2591393.196,3027609.804
COC1=C(C=C(C=C1)C=CC(=O)O)OC,Name,"(2E)-3-(3,4-dimethoxyphenyl)prop-2-enoic acid",717531,208.2110036,2,1.8694,0.222222222,0.181818182,1,32886979.12,19552982.57,26585206.49,39229170.52,33426281.9,28616271.68
C1CC2C(=O)NC(C(=O)N2C1)CC3=CC=C(C=C3)O,Name,"3-[(4-hydroxyphenyl)methyl]-octahydropyrrolo[1,2-a]pyrazine-1,4-dione",371682,260.2889758,5,0.908,0.457142857,0.428571429,0,332764.2522,1256036.393,1107292.536,1141335.174,520379.6659,408170.0351
CCOC(=O)C1=CC(=O)C2=C(C=CC=C2O1)O,Name,ethyl 5-hydroxy-4-oxo-4H-chromene-2-carboxylate,2801504,234.2052629,4,2.2476,0.37037037,0.166666667,0,389120.5135,4160274.51,3035877.785,764000.1314,4208405.413,2972390.654
C1=CC(=CC(=C1)O)C(CN)O,Name,Norfenefrine,4538,153.1787485,3,0.1578,0.272727273,0.25,0,40027416.08,55448554.3,49905238.86,61882053.76,84720054.01,70880162.89
,,,,,,,,,,350043.1796,384097.5116,348329.9727,424154.4847,413031.458,378660.8001
CC(=O)C1=CC(=C(C=C1)O)OC,Name,Apocynin,2214,166.1742454,2,1.2861,0.272727273,0.222222222,0,25292450.31,24847175.39,9726316.78,24845521.23,30047624.94,24351931.67
COC1=C2C3=C(CC4C5(C3(CCN4)C(O2)C(=O)CC5)O)C=C1,Name,Noroxycodone-d3,46782596,301.3377075,3,0.4933,0.43902439,0.588235294,0,33542262.18,46471693.21,36208673.15,62773396.75,39077999.88,35487889.66
CC(C(=O)N1CCCC1C(=O)O)N,Name,L-Alanyl-L-proline,83525,186.2086789,5,-0.6318,0.185185185,0.75,1,29904442.05,121795254.2,82085231.4,35038487.83,81469115.91,104217931.5
C1=CN(C=N1)CC(C(=O)O)O,Name,Imidazolelactic acid,459122,156.1395626,4,-0.9181,0.263157895,0.333333333,1,48684978.59,37227515.93,56518724.71,58174543.4,65667982.05,86931935.38
CC1=CC2C(CC1)(C3(C(C(C(C34CO4)O2)O)OC(=O)C)C)COC(=O)C,Name,Diacetoxyscirpenol,15571694,366.4062761,7,0.3348,0.269230769,0.789473684,0,76868684.77,116348490.2,50761092.2,84213059.77,79038084.75,69427357.3
C=CCC1=CC2=C(C=C1)OCO2,Name,Safrole,5144,162.1855764,0,2.606,0.409090909,0.2,0,19578447.48,61305230.37,39259857.1,90377692.83,39740967.97,33733875.13
C1C(CC2=CC=CC=C21)NC(=O)CN3C4=CC=CC=C4N=N3,Name,"2-(1H-1,2,3-benzotriazol-1-yl)-N-(2,3-dihydro-1H-inden-2-yl)acetamide",2823508,292.3357801,4,2.9221,0.552631579,0.235294118,0,94417705.94,213536332.7,133016101.1,130884145.2,180772836.1,167828297.2
C1C(NC2=CC=CC=C21)C(=O)O,Name,indoline-2-carboxylic acid,86074,163.1736029,3,1.4116,0.428571429,0.222222222,1,12385681.71,20973927.69,13959143.95,58035299.73,24264592.31,25632992.02
,,,,,,,,,,9735732.67,14373457.14,11927961.99,24836612.61,13045236.72,14287783.07
CC(=O)CCCCCCCCNC(=O)C,Name,N-(9-oxodecyl)acetamide,38358941,213.3169812,3,1.6662,0,0.833333333,0,19080624.08,351670448.4,347889664.6,192226861.9,304077253.7,343081691.7
CCC(=O)N1C(CC(=NC2=CC=CC=C21)C3=CC=CC=C3)C4=CC=CC=C4,Name,"1-(2,4-diphenyl-2,3-dihydro-1H-1,5-benzodiazepin-1-yl)propan-1-one",2728692,354.4451694,3,4.9466,0.469387755,0.166666667,0,2009518.633,298497840.6,165188065,9467557.315,163679298.6,131809868.5
CC(=O)C=CC1=CC=CC=C1,Name,4-Phenyl-3-buten-2-one,15909,146.1861714,1,1.8881,0.285714286,0.1,0,90421402.55,74112165.95,55807559.75,77075894.79,77834602.21,57396983.99
C1COC2=C(C=C(C=C2)C(=O)CCC(=O)O)OC1,Name,"4-(3,4-dihydro-2H-1,5-benzodioxepin-7-yl)-4-oxobutanoic acid",2775652,250.2477618,3,1.238,0.34375,0.384615385,1,373281.5528,18965906.84,1629012.048,1350862.033,676313.9416,690957.8051
CC(C(C(=O)O)N)O,Name,L-Threonine,6288,119.1193284,4,-1.1113,0,0.75,1,13211089.38,20463258.8,22279606.38,11909246.74,35420867.76,32040862.55
COC1=CC(=C(C=C1)C(=O)O)OCC(=O)O,Name,2-(carboxymethoxy)-4-methoxybenzoic acid,2818111,226.1831961,4,1.0711,0.230769231,0.2,2,1769264.462,1267559.388,606818.9864,2620381.385,814888.2926,591917.2467
CNCC(C1=CC(=C(C=C1)O)O)O,Name,Epinephrine,5816,183.2047709,4,0.3222,0.230769231,0.333333333,0,15623418.86,34724388.16,12115248.01,26871125.79,18376612.08,20845326.32
C(C(C(C(C(C=O)O)N)O)O)O,Name,Kanosamine,164683,179.171373,6,-2.9735,0,0.833333333,0,1121497.066,3788596.623,2032199.148,3594685.419,1972010.487,1078791.532
CCCCCCCCCCCCCCCCCC(=O)NCCS(=O)(=O)O,Name,N-Stearoyl taurine,168274,391.6106968,5,5.9191,0,0.95,1,923796.5446,8648106.75,3967127.663,119612927.6,2765016.368,24768865.05
CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O,Name,Cortisol,5754,362.4607011,5,1.2169,0.303571429,0.80952381,0,78444618.27,48361860.26,57674590.39,32775024.38,9417884.113,17693422.6
CC(=CCC1=C(C=CC(=C1)C(=O)O)O)C,Name,4-hydroxy-3-(3-methylbut-2-en-1-yl)benzoic acid,443852,206.2382161,3,3.0236,0.206896552,0.25,1,68850315.37,80892638.17,45288165,50807688.96,55884347.31,31263517.25
CCCCCCCCC=CCCCCCCCC(=O)OC(COC(C)C)COP(=O)(C)F,Name,O-7460,132285144,478.6187431,5,7.275,0,0.88,0,10771055.99,16168671.05,33061531.06,155986019.2,124894500.6,107535073.9
COC1=C(C=C(C=C1)C2C3COC(C3CO2)C4=CC(=C(C=C4)O)OC)OC,Name,Phillygenin,3083590,372.4124615,3,2.3842,0.392156863,0.428571429,0,18314810.27,61121413.35,15809486.61,17477707.66,34008367.65,33011925.65
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)NCO,Name,N(6)-OH-Me-Adenosine,53462020,297.2677468,9,-2.0219,0.388888889,0.545454545,0,666800.8198,592134.4181,1116314.432,2014072.454,1164859.043,947386.3159
CCC1=C(C(=O)C=NN1C2=CC=C(C=C2)Cl)C(=O)[O-].[K+],Name,Clofencet-potassium,23681559,316.7818341,4,2.3457,0.4,0.153846154,1,1754627.331,835222.1769,805817.5376,826874.1222,587045.3241,589819.9226
C(CCN=C(N)N)CN,Name,Agmatine,199,130.1916629,4,-0.9682,0,0.8,0,35405822.47,671489.1105,527410.2418,357100.5263,922733.6587,6107302.36
,,,,,,,,,,92716294.61,63731668.65,41551908.72,46122832.76,55717025.56,29009184.31
C1COCCN1CCCN2C(NC3=CC=CC=C3C2=O)C4=CC=CC=N4,Name,"3-(3-morpholinopropyl)-2-(2-pyridinyl)-2,3-dihydro-4(1H)-quinazolinone",2812011,352.4309187,6,1.8212,0.5,0.4,0,32294782.44,70131739.68,34176228.76,47083280.1,55845317.97,42814640.52
CC1=CC2C(CC1O)(C3(C(C(C(C34CO4)O2)O)O)C)COC(=O)C,Name,4-Deacetylneosolaniol,156312,340.3689228,7,-1.1462,0.291666667,0.823529412,0,65124056.42,114580233,68725550.73,34364770.55,61765051.31,54522763.96
CC(C)C1=CC=C(C=C1)C=O,Name,Cuminaldehyde,326,148.2020529,1,2.7836,0.260869565,0.3,0,81664351.99,93469066.04,60637345.61,252955728.6,97040599.37,119006034.1
CC1CCC2(CCC3(C(=CC(=O)C4C3(CCC5C4(CCC(C5(C)C(=O)O)OC(=O)C)C)C)C2C1C)C)C,Name,AKBA,11168203,512.7217295,5,5.9159,0.258823529,0.84375,1,566311.7185,638849.9636,581753.5166,720107.7664,753795.8736,739669.2704
C(=CC(=O)O)C=CC(=O)O,Name,"cis,cis-Muconic acid",5280518,142.1096796,4,0.456,0,0,2,2671571.426,3814323.929,2946064.907,3751247.078,3603048.974,3010198.558
C1=CC=C(C=C1)CC(=O)C2=CC=C(C=C2)Br,Name,1-(4-bromophenyl)-2-phenylethan-1-one,519738,275.1405837,1,4.0174,0.518518519,0.071428571,0,5649005.294,11283808.04,13350977.04,21336761.81,12823847.45,7737620.83
CC1CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4(C1=CC(=O)CC4)C,Name,Medroxyprogesterone,10631,344.4885086,3,3.0967,0.298245614,0.818181818,0,27090981.57,828710.0972,751518.9113,933953.5079,897799.9138,1043375.087
CC(=O)CCC(=O)C1=CC=CO1,Name,"1-(2-furyl)pentane-1,4-dione",2741848,166.1742454,2,0.7709,0.227272727,0.333333333,0,8600791.416,13485713.25,9375762.535,44922457.24,19744780.25,16844171.63
COC1=C(C=C(C=C1)C(=O)O)O,Name,Isovanillic acid,12575,168.1470329,3,1.1506,0.3,0.125,1,1108809.791,319828.7252,642440.0548,348204.0064,371509.2129,400323.4126
,,,,,,,,,,33332323.78,74670195.47,44936958.8,59628813.97,63327100.94,57675932.83
COC1=CC2=C(C(=C1)OC)C(=O)C=C(O2)CCC(=O)O,Name,"3-(5,7-dimethoxy-4-oxo-4H-chromen-2-yl)propanoic acid",38361962,278.2579027,3,1.952,0.294117647,0.285714286,1,18221330.67,4639615.18,2951184.552,34170181.38,19959318.12,19684382.77
COC1=C(C=CC(=C1)CCC(=O)O)O,Name,3-(4-hydroxy-3-methoxyphenyl)propanoic acid,14340,196.2002677,3,1.6416,0.230769231,0.3,1,12228857.67,22029000.53,16088007.55,19148814.52,19555281.17,19882878.05
COC1=CC=C(C=C1)C2=NC(=O)NC(=N2)C3=CC=NC=C3,Name,"4-(4-methoxyphenyl)-6-pyridin-4-yl-1,3,5-triazin-2(3H)-one",135419055,280.2819502,4,2.363,0.545454545,0.066666667,0,56201989.56,88410832.87,56166479.24,42959849.43,60433553.07,51953785.06
C1=CC=C(C=C1)CCOC2C(C(C(C(O2)CO)O)O)O,Name,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(2-phenylethoxy)oxane-3,4,5-triol",11289099,284.3055472,6,-0.2002,0.375,0.571428571,0,49998392.54,66071035.87,46420823.67,49474553.14,68467175.75,71582911.41
CC(=C(C=NCC(=O)OC)C(=O)C)O,Name,methyl 2-[(2-acetyl-3-oxo-1-butenyl)amino]acetate,135619549,199.2041758,5,-0.1167,0,0.444444444,0,9151078.53,12075564.86,8438288.566,17830393.55,14421919.77,12343331.12
CC1=C(C(=O)OC(C1)C(C)(C2CCC3C2(CCC4C3C5C(O5)C6(C4(C(=O)C=CC6)C)O)C)O)C,Name,Withanolide A,11294368,470.5987833,6,3.2579,0.347222222,0.785714286,0,7803370.992,73290084.88,47686266.99,54063867.69,110170753.9,89173225.56
CC(=O)C1=CC=CC=C1,Name,Acetophenone,7410,120.1488181,1,1.5699,0.352941176,0.125,0,26411505.74,24424087.43,33891596.66,25453653.93,32061735.42,33345421.69
C1C2CNCC1C3=CC=CC(=O)N3C2,Name,Cytisine,10235,190.2420768,2,0.9937,0.464285714,0.545454545,0,1373656.946,130568632,23533890.9,48690510.49,58926985.77,50178191.12
CC1=CC(=O)C2=CC=CC=C2C1=O,Name,Menadione,4055,172.1804308,2,2.2042,0.476190476,0.090909091,0,2486698.155,2009167.502,2243021.507,2264325.055,3729611.053,4649031.559
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,Name,Epitestosterone,10204,288.425133,2,3.3333,0.346938776,0.842105263,0,61845635.75,21975370.93,15974952.87,17795975.18,24766524.19,32081590.22
,,,,,,,,,,743231.3935,718480.706,664052.0654,658524.0049,823494.5008,814450.1411
C(C(C(=O)O)N)C(=O)N,Name,L-Asparagine,6267,132.1180908,5,-1.8473,0,0.5,1,2815416.893,6640910.001,3239619.499,2414868.774,4050107.496,3427952.603
C1CCN(C1)C2=NC=C3C(=NC=NC3=N2)N,Name,"7-(1-pyrrolidinyl)pyrimido[4,5-d]pyrimidin-4-amine",2816958,216.2428673,6,0.7418,0.535714286,0.4,0,8983653.594,39677547.79,22363833.41,13826437.02,30417990.3,39901666.38
CNC1=C2C(=NC=N1)N(C=N2)C3CC(C(O3)CO)O,Name,N6-Me-dA,248869,265.268937,7,-0.6985,0.411764706,0.545454545,0,4641925.325,6201110.299,4700592.4,5173439.227,5670580.937,6299784.342
CCCCN=C(N)N[N+](=O)[O-],Name,2-[(butylamino)(imino)methyl]-1-oxohydrazinium-1-olate,145791,160.1745912,3,0.8397,0,0.8,0,36430127.86,32645086.73,39216022.37,11994597.02,20411269.59,25805681.13
CN1C2CCC1CC(C2)O,Name,Tropine,449293,141.2111066,2,0.2712,0.32,1,0,18324917.71,24927058.6,88082732.73,10993135.23,12296597.23,11738064.19
C1=CC(=C(C=C1CC(=O)N)O)O,Name,"2-(3,4-dihydroxyphenyl)acetamide",70795,167.1622719,4,0.3322,0.285714286,0.125,0,13685186.05,33536123.69,17900267.5,28585463.14,25667106.06,21529009.85
,,,,,,,,,,14856470.41,17061445.45,9700706.043,29947210.45,13440487.84,12840828.88
CC(=O)C1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)O,Name,17alpha-Hydroxyprogesterone,6238,330.4618912,3,2.8449,0.314814815,0.80952381,0,38109761.55,4686005.409,1693392.897,11566381.07,2550784.534,3179601.742
,,,,,,,,,,377598.4328,441126.6372,421423.567,429212.7372,515329.9078,554708.5823
