EC_Number,Taxonomy,Genus,Species,Microbe,Reaction_ID,Reaction_Name,Definition,Equation,Reactants,Products,Reactants_With_Formula,Products_With_Formula,hit,matched_exudates,matched_side,matched_compounds_in_rxn
2.1.1.4,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium;s__Methylobacterium_currus,Methylobacterium,Methylobacterium currus,Methylobacterium currus,R03130,S-adenosyl-L-homocysteine:N-acetylserotonin O-methyltransferase,S-Adenosyl-L-methionine + N-Acetylserotonin <=> S-Adenosyl-L-homocysteine + Melatonin,C00019 + C00978 <=> C00021 + C01598,C00019; C00978,C00021; C01598,C00019; C00978 [C15H22N6O5S | S-Adenosyl-L-methionine; S-Adenosylmethionine; AdoMet; SAM],C00021; C01598 [C14H20N6O5S | S-Adenosyl-L-homocysteine; S-Adenosylhomocysteine],TRUE,S-Adenosylhomocysteine,Product,S-Adenosylhomocysteine
2.1.1.4,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium;s__Methylobacterium_currus,Methylobacterium,Methylobacterium currus,Methylobacterium currus,R04905,S-adenosyl-L-methionine:N-acetylserotonin O-methyltransferase,S-Adenosyl-L-methionine + 5-Hydroxyindoleacetate <=> S-Adenosyl-L-homocysteine + 5-Methoxyindoleacetate,C00019 + C05635 <=> C00021 + C05660,C00019; C05635,C00021; C05660,C00019; C05635 [C15H22N6O5S | S-Adenosyl-L-methionine; S-Adenosylmethionine; AdoMet; SAM],C00021; C05660 [C14H20N6O5S | S-Adenosyl-L-homocysteine; S-Adenosylhomocysteine],TRUE,S-Adenosylhomocysteine,Product,S-Adenosylhomocysteine
2.1.1.41,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__unclassified_Betaproteobacteria;f__unclassified_Betaproteobacteria;g__unclassified_Betaproteobacteria;s__Betaproteobacteria_bacterium_SG8_41,unclassified Betaproteobacteria,Betaproteobacteria bacterium SG8 41,Betaproteobacteria bacterium SG8 41,R04427,S-adenosyl-L-methionine:zymosterol C-methyltransferase,S-Adenosyl-L-methionine + Zymosterol <=> S-Adenosyl-L-homocysteine + Fecosterol,C00019 + C05437 <=> C00021 + C04525,C00019; C05437,C00021; C04525,C00019; C05437 [C15H22N6O5S | S-Adenosyl-L-methionine; S-Adenosylmethionine; AdoMet; SAM],C00021; C04525 [C14H20N6O5S | S-Adenosyl-L-homocysteine; S-Adenosylhomocysteine],TRUE,S-Adenosylhomocysteine,Product,S-Adenosylhomocysteine
2.1.1.45,k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Isosphaerales;f__Isosphaeraceae;g__Aquisphaera;s__unclassified_Aquisphaera,Aquisphaera,unclassified Aquisphaera,unclassified Aquisphaera,R02101,"5,10-methylenetetrahydrofolate:dUMP C-methyltransferase","dUMP + 5,10-Methylenetetrahydrofolate <=> Dihydrofolate + dTMP",C00365 + C00143 <=> C00415 + C00364,C00365; C00143,C00415; C00364,C00365; C00143 [C9H13N2O8P | dUMP; Deoxyuridylic acid; Deoxyuridine monophosphate; Deoxyuridine 5'-phosphate; 2'-Deoxyuridine 5'-phosphate],"C00415; C00364 [C19H21N7O6 | Dihydrofolate; Dihydrofolic acid; 7,8-Dihydrofolate; 7,8-Dihydrofolic acid; 7,8-Dihydropteroylglutamate]",TRUE,dUMP; Dihydrofolic acid,Reactant; Product,dUMP; Dihydrofolic acid
2.1.1.5,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__unclassified_Rhodospirillales;g__unclassified_Rhodospirillales;s__Rhodospirillales_bacterium,unclassified Rhodospirillales,Rhodospirillales bacterium,Rhodospirillales bacterium,R02821,trimethylaminoacetate:L-homosysteine S-methyltransferase,"Betaine + L-Homocysteine <=> N,N-Dimethylglycine + L-Methionine",C00719 + C00155 <=> C01026 + C00073,C00719; C00155,C01026; C00073,"C00719; C00155 [C5H11NO2 | Betaine; Trimethylaminoacetate; Glycine betaine; N,N,N-Trimethylglycine; Trimethylammonioacetate]","C01026; C00073 [C4H9NO2 | N,N-Dimethylglycine; Dimethylglycine]",TRUE,Betaine,Reactant,Betaine
2.1.1.6,k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Candidatus_Sulfotelmatomonas;s__Candidatus_Sulfotelmatomonas_gaucii,Candidatus Sulfotelmatomonas,Candidatus Sulfotelmatomonas gaucii,Candidatus Sulfotelmatomonas gaucii,R04887,S-adenosyl-L-methionine:catechol O-methyltransferase,"S-Adenosyl-L-methionine + 3,4-Dihydroxymandelate <=> S-Adenosyl-L-homocysteine + 3-Methoxy-4-hydroxymandelate",C00019 + C05580 <=> C00021 + C05584,C00019; C05580,C00021; C05584,C00019; C05580 [C15H22N6O5S | S-Adenosyl-L-methionine; S-Adenosylmethionine; AdoMet; SAM],C00021; C05584 [C14H20N6O5S | S-Adenosyl-L-homocysteine; S-Adenosylhomocysteine],TRUE,S-Adenosylhomocysteine,Product,S-Adenosylhomocysteine
2.1.1.6,k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Candidatus_Sulfotelmatomonas;s__Candidatus_Sulfotelmatomonas_gaucii,Candidatus Sulfotelmatomonas,Candidatus Sulfotelmatomonas gaucii,Candidatus Sulfotelmatomonas gaucii,R07330,S-adenosyl-L-methionine:catechol O-methyltransferase,S-Adenosyl-L-methionine + Catechol <=> S-Adenosyl-L-homocysteine + Guaiacol,C00019 + C15571 <=> C00021 + C15572,C00019; C15571,C00021; C15572,C00019; C15571 [C15H22N6O5S | S-Adenosyl-L-methionine; S-Adenosylmethionine; AdoMet; SAM],C00021; C15572 [C14H20N6O5S | S-Adenosyl-L-homocysteine; S-Adenosylhomocysteine],TRUE,S-Adenosylhomocysteine,Product,S-Adenosylhomocysteine
2.1.1.64,k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__unclassified_Actinomycetia;f__unclassified_Actinomycetia;g__unclassified_Actinomycetia;s__Actinobacteria_bacterium,unclassified Actinomycetia,Actinobacteria bacterium,Actinobacteria bacterium,R12657,S-adenosyl-L-methionine:3-demethylubiquinol 3-O-methyltransferase,S-Adenosyl-L-methionine + 3-Demethylubiquinol <=> S-Adenosyl-L-homocysteine + Ubiquinol,C00019 + C21860 <=> C00021 + C00390,C00019; C21860,C00021; C00390,C00019; C21860 [C15H22N6O5S | S-Adenosyl-L-methionine; S-Adenosylmethionine; AdoMet; SAM],C00021; C00390 [C14H20N6O5S | S-Adenosyl-L-homocysteine; S-Adenosylhomocysteine],TRUE,S-Adenosylhomocysteine,Product,S-Adenosylhomocysteine
2.1.1.67,k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Candidatus_Sulfotelmatobacter;s__Candidatus_Sulfotelmatobacter_sp._SbA7,Candidatus Sulfotelmatobacter,Candidatus Sulfotelmatobacter sp. SbA7,Candidatus Sulfotelmatobacter sp. SbA7,R03701,S-adenosyl-L-methionine:thiopurine S-methyltransferase,S-Adenosyl-L-methionine + Thiopurine <=> S-Adenosyl-L-homocysteine + 6-Methylmercaptopurine,C00019 + C01756 <=> C00021 + C16614,C00019; C01756,C00021; C16614,C00019; C01756 [C15H22N6O5S | S-Adenosyl-L-methionine; S-Adenosylmethionine; AdoMet; SAM],C00021; C16614 [C14H20N6O5S | S-Adenosyl-L-homocysteine; S-Adenosylhomocysteine],TRUE,S-Adenosylhomocysteine,Product,S-Adenosylhomocysteine
2.1.1.71,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__Pseudolabrys_taiwanensis,Pseudolabrys,Pseudolabrys taiwanensis,Pseudolabrys taiwanensis,R01320,S-adenosyl-L-methionine:phosphatidyl-N-dimethylethanolamine N-methyltransferase,S-Adenosyl-L-methionine + Phosphatidyl-N-dimethylethanolamine <=> S-Adenosyl-L-homocysteine + Phosphatidylcholine,C00019 + C04308 <=> C00021 + C00157,C00019; C04308,C00021; C00157,C00019; C04308 [C15H22N6O5S | S-Adenosyl-L-methionine; S-Adenosylmethionine; AdoMet; SAM],C00021; C00157 [C14H20N6O5S | S-Adenosyl-L-homocysteine; S-Adenosylhomocysteine],TRUE,S-Adenosylhomocysteine,Product,S-Adenosylhomocysteine
2.1.1.71,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__Pseudolabrys_taiwanensis,Pseudolabrys,Pseudolabrys taiwanensis,Pseudolabrys taiwanensis,R03424,S-adenosyl-L-methionine:phosphatidyl-N-methylethanolamine N-methyltransferase,S-Adenosyl-L-methionine + Phosphatidyl-N-methylethanolamine <=> S-Adenosyl-L-homocysteine + Phosphatidyl-N-dimethylethanolamine,C00019 + C01241 <=> C00021 + C04308,C00019; C01241,C00021; C04308,C00019; C01241 [C15H22N6O5S | S-Adenosyl-L-methionine; S-Adenosylmethionine; AdoMet; SAM],C00021; C04308 [C14H20N6O5S | S-Adenosyl-L-homocysteine; S-Adenosylhomocysteine],TRUE,S-Adenosylhomocysteine,Product,S-Adenosylhomocysteine
2.1.1.72,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Rhodopseudomonas;s__unclassified_Rhodopseudomonas,Rhodopseudomonas,unclassified Rhodopseudomonas,unclassified Rhodopseudomonas,R02961,,S-Adenosyl-L-methionine + DNA adenine <=> S-Adenosyl-L-homocysteine + DNA 6-methylaminopurine,C00019 + C00821 <=> C00021 + C03391,C00019; C00821,C00021; C03391,C00019; C00821 [C15H22N6O5S | S-Adenosyl-L-methionine; S-Adenosylmethionine; AdoMet; SAM],C00021; C03391 [C14H20N6O5S | S-Adenosyl-L-homocysteine; S-Adenosylhomocysteine],TRUE,S-Adenosylhomocysteine,Product,S-Adenosylhomocysteine
2.1.1.77,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__Rhodanobacter_denitrificans,Rhodanobacter,Rhodanobacter denitrificans,Rhodanobacter denitrificans,R04190,S-adenosyl-L-methionine:protein-L-isoaspartate O-methyltransferase,S-Adenosyl-L-methionine + Protein L-isoaspartate <=> S-Adenosyl-L-homocysteine + Protein L-isoaspartate methyl ester,C00019 + C03306 <=> C00021 + C04311,C00019; C03306,C00021; C04311,C00019; C03306 [C15H22N6O5S | S-Adenosyl-L-methionine; S-Adenosylmethionine; AdoMet; SAM],C00021; C04311 [C14H20N6O5S | S-Adenosyl-L-homocysteine; S-Adenosylhomocysteine],TRUE,S-Adenosylhomocysteine,Product,S-Adenosylhomocysteine
2.1.1.79,k__Bacteria;p__Acidobacteria;c__unclassified_Acidobacteria;o__unclassified_Acidobacteria;f__unclassified_Acidobacteria;g__unclassified_Acidobacteria;s__Acidobacteria_bacterium_RBG_16_70_10,unclassified Acidobacteria,Acidobacteria bacterium RBG 16 70 10,Acidobacteria bacterium RBG 16 70 10,R03411,S-adenosyl-L-methionine:unsaturated-phospholipid methyltransferase (cyclizing),S-Adenosyl-L-methionine + Phospholipid olefinic fatty acid <=> S-Adenosyl-L-homocysteine + Phospholipid cyclopropane fatty acid,C00019 + C01229 <=> C00021 + C04340,C00019; C01229,C00021; C04340,C00019; C01229 [C15H22N6O5S | S-Adenosyl-L-methionine; S-Adenosylmethionine; AdoMet; SAM],C00021; C04340 [C14H20N6O5S | S-Adenosyl-L-homocysteine; S-Adenosylhomocysteine],TRUE,S-Adenosylhomocysteine,Product,S-Adenosylhomocysteine
2.1.1.80,k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Gaiellales;f__Gaiellaceae;g__Gaiella;s__Gaiella_occulta,Gaiella,Gaiella occulta,Gaiella occulta,R02623,S-adenosyl-L-methionine:protein-L-glutamate O-methyltransferase,S-Adenosyl-L-methionine + Protein glutamate <=> S-Adenosyl-L-homocysteine + Protein glutamate methyl ester,C00019 + C00614 <=> C00021 + C04142,C00019; C00614,C00021; C04142,C00019; C00614 [C15H22N6O5S | S-Adenosyl-L-methionine; S-Adenosylmethionine; AdoMet; SAM],C00021; C04142 [C14H20N6O5S | S-Adenosyl-L-homocysteine; S-Adenosylhomocysteine],TRUE,S-Adenosylhomocysteine,Product,S-Adenosylhomocysteine
2.1.2.1,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__unclassified_Betaproteobacteria;f__unclassified_Betaproteobacteria;g__unclassified_Betaproteobacteria;s__Betaproteobacteria_bacterium,unclassified Betaproteobacteria,Betaproteobacteria bacterium,Betaproteobacteria bacterium,R09099,"5,10-methylenetetrahydromethanopterin:glycine hydroxymethyltransferase","L-Serine + 5,6,7,8-Tetrahydromethanopterin <=> 5,10-Methylenetetrahydromethanopterin + Glycine + H2O",C00065 + C01217 <=> C04377 + C00037 + C00001,C00065; C01217,C04377; C00037; C00001,C00065; C01217 [C3H7NO3 | L-Serine; L-2-Amino-3-hydroxypropionic acid; L-3-Hydroxy-alanine; Serine],"C04377; C00037; C00001 [C31H45N6O16P | 5,10-Methylenetetrahydromethanopterin; N5,N10-Methylenetetrahydromethanopterin]",TRUE,L-serine,Reactant,L-Serine
2.1.2.10,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__unclassified_Betaproteobacteria;f__unclassified_Betaproteobacteria;g__unclassified_Betaproteobacteria;s__Betaproteobacteria_bacterium_RIFCSPLOWO2_12_FULL_62_13,unclassified Betaproteobacteria,Betaproteobacteria bacterium RIFCSPLOWO2 12 FULL 62 13,Betaproteobacteria bacterium RIFCSPLOWO2 12 FULL 62 13,R02300,S-aminomethyldihydrolipoylprotein:(6S)-tetrahydrofolate aminomethyltransferase (ammonia-forming),"Folinic acid <=> 5,10-Methenyltetrahydrofolate + H2O",C03479 <=> C00445 + C00001,C03479,C00445; C00001,"C03479 [C20H23N7O7 | Folinic acid; Leucovorin; 5-Formyltetrahydrofolate; L(-)-5-Formyl-5,6,7,8-tetrahydrofolic acid]","C00445; C00001 [C20H22N7O6 | 5,10-Methenyltetrahydrofolate]",TRUE,Folinic acid,Reactant,Folinic acid
2.1.2.11,k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__unclassified_Anaerolineae;f__unclassified_Anaerolineae;g__unclassified_Anaerolineae;s__Anaerolineae_bacterium,unclassified Anaerolineae,Anaerolineae bacterium,Anaerolineae bacterium,R01216,2-dehydropantoate formaldehyde-lyase (3-methyl-2-oxobutanoate-forming),2-Dehydropantoate <=> 3-Methyl-2-oxobutanoic acid + Formaldehyde,C00966 <=> C00141 + C00067,C00966,C00141; C00067,C00966 [C6H10O4 | 2-Dehydropantoate],C00141; C00067 [C5H8O3 | 3-Methyl-2-oxobutanoic acid; 3-Methyl-2-oxobutyric acid; 3-Methyl-2-oxobutanoate; 2-Oxo-3-methylbutanoate; 2-Oxoisovalerate; 2-Oxoisopentanoate; alpha-Ketovaline; 2-Ketovaline; 2-Keto-3-methylbutyric acid; alpha-Ketoisovalerate],TRUE,3-Methyl-2-Oxobutanoic Acid,Product,3-Methyl-2-oxobutanoic acid
2.1.2.5,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium;s__unclassified_Bradyrhizobium,Bradyrhizobium,unclassified Bradyrhizobium,unclassified Bradyrhizobium,R03189,5-formyltetrahydrofolate:L-glutamate N-formiminotransferase,Folinic acid + L-Glutamate <=> Tetrahydrofolate + N-Formyl-L-glutamate,C03479 + C00025 <=> C00101 + C01045,C03479; C00025,C00101; C01045,"C03479; C00025 [C20H23N7O7 | Folinic acid; Leucovorin; 5-Formyltetrahydrofolate; L(-)-5-Formyl-5,6,7,8-tetrahydrofolic acid]","C00101; C01045 [C19H23N7O6 | Tetrahydrofolate; 5,6,7,8-Tetrahydrofolate; Tetrahydrofolic acid; THF; (6S)-Tetrahydrofolate; (6S)-Tetrahydrofolic acid; (6S)-THFA]",TRUE,Folinic acid,Reactant,Folinic acid
2.1.4.1,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;s__Anaeromyxobacter_sp._Fw109-5,Anaeromyxobacter,Anaeromyxobacter sp. Fw109-5,Anaeromyxobacter sp. Fw109-5,R00565,L-arginine:glycine amidinotransferase,L-Arginine + Glycine <=> L-Ornithine + Guanidinoacetate,C00062 + C00037 <=> C00077 + C00581,C00062; C00037,C00077; C00581,C00062; C00037 [C6H14N4O2 | L-Arginine; (S)-2-Amino-5-guanidinovaleric acid; L-Arg],"C00077; C00581 [C5H12N2O2 | L-Ornithine; (S)-2,5-Diaminovaleric acid; (S)-2,5-Diaminopentanoic acid; (S)-2,5-Diaminopentanoate]",TRUE,L-arginine; L-Ornithine,Reactant; Product,L-Arginine; L-Ornithine
2.1.4.1,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;s__Anaeromyxobacter_sp._Fw109-5,Anaeromyxobacter,Anaeromyxobacter sp. Fw109-5,Anaeromyxobacter sp. Fw109-5,R01989,L-arginine:4-aminobutanoate amidinotransferase,L-Arginine + 4-Aminobutanoate <=> L-Ornithine + 4-Guanidinobutanoate,C00062 + C00334 <=> C00077 + C01035,C00062; C00334,C00077; C01035,C00062; C00334 [C6H14N4O2 | L-Arginine; (S)-2-Amino-5-guanidinovaleric acid; L-Arg],"C00077; C01035 [C5H12N2O2 | L-Ornithine; (S)-2,5-Diaminovaleric acid; (S)-2,5-Diaminopentanoic acid; (S)-2,5-Diaminopentanoate]",TRUE,L-arginine; L-Ornithine,Reactant; Product,L-Arginine; L-Ornithine
2.2.1.1,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__unclassified_Deltaproteobacteria;f__unclassified_Deltaproteobacteria;g__unclassified_Deltaproteobacteria;s__Deltaproteobacteria_bacterium,unclassified Deltaproteobacteria,Deltaproteobacteria bacterium,Deltaproteobacteria bacterium,R01067,D-fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase,D-Fructose 6-phosphate + D-Glyceraldehyde 3-phosphate <=> D-Erythrose 4-phosphate + D-Xylulose 5-phosphate,C00085 + C00118 <=> C00279 + C00231,C00085; C00118,C00279; C00231,C00085; C00118 [C6H13O9P | D-Fructose 6-phosphate; D-Fructose 6-phosphoric acid; Neuberg ester],C00279; C00231 [C4H9O7P | D-Erythrose 4-phosphate],TRUE,D-Erythrose 4-phosphate,Product,D-Erythrose 4-phosphate
2.2.1.1,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__unclassified_Deltaproteobacteria;f__unclassified_Deltaproteobacteria;g__unclassified_Deltaproteobacteria;s__Deltaproteobacteria_bacterium,unclassified Deltaproteobacteria,Deltaproteobacteria bacterium,Deltaproteobacteria bacterium,R01830,beta-D-fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase,beta-D-Fructose 6-phosphate + D-Glyceraldehyde 3-phosphate <=> D-Erythrose 4-phosphate + D-Xylulose 5-phosphate,C05345 + C00118 <=> C00279 + C00231,C05345; C00118,C00279; C00231,C05345; C00118 [C6H13O9P | beta-D-Fructose 6-phosphate; beta-D-Fructofuranose 6-phosphate],C00279; C00231 [C4H9O7P | D-Erythrose 4-phosphate],TRUE,D-Erythrose 4-phosphate,Product,D-Erythrose 4-phosphate
2.2.1.1,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__unclassified_Deltaproteobacteria;f__unclassified_Deltaproteobacteria;g__unclassified_Deltaproteobacteria;s__Deltaproteobacteria_bacterium,unclassified Deltaproteobacteria,Deltaproteobacteria bacterium,Deltaproteobacteria bacterium,R06861,"D-xylulose-5-phosphate:thiamin diphosphate glycolaldehydetransferase; alpha,beta-dihydroxyethyl-TPP:D-glyceraldehyde-3-phosphate glycolaldehydetransferase","D-Xylulose 5-phosphate + Thiamin diphosphate <=> alpha,beta-Dihydroxyethyl-TPP + D-Glyceraldehyde 3-phosphate",C00231 + C00068 <=> C13378 + C00118,C00231; C00068,C13378; C00118,C00231; C00068 [C5H11O8P | D-Xylulose 5-phosphate],"C13378; C00118 [C14H23N4O9P2S | alpha,beta-Dihydroxyethyl-TPP; alpha,beta-Dihydroxyethyl-ThDP; 2-(1,2-Dihydroxyethyl)-TPP]",TRUE,D-Xylulose 5-phosphate,Reactant,D-Xylulose 5-phosphate
2.2.1.2,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__unclassified_Betaproteobacteria;f__unclassified_Betaproteobacteria;g__unclassified_Betaproteobacteria;s__unclassified_Betaproteobacteria,unclassified Betaproteobacteria,unclassified Betaproteobacteria,unclassified Betaproteobacteria,R01827,sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase,Sedoheptulose 7-phosphate + D-Glyceraldehyde 3-phosphate <=> D-Erythrose 4-phosphate + beta-D-Fructose 6-phosphate,C05382 + C00118 <=> C00279 + C05345,C05382; C00118,C00279; C05345,C05382; C00118 [C7H15O10P | Sedoheptulose 7-phosphate; D-Sedoheptulose 7-phosphate; D-altro-Heptulose 7-phosphate; altro-Heptulose 7-phosphate],C00279; C05345 [C4H9O7P | D-Erythrose 4-phosphate],TRUE,D-Erythrose 4-phosphate,Product,D-Erythrose 4-phosphate
2.2.1.2,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__unclassified_Betaproteobacteria;f__unclassified_Betaproteobacteria;g__unclassified_Betaproteobacteria;s__unclassified_Betaproteobacteria,unclassified Betaproteobacteria,unclassified Betaproteobacteria,unclassified Betaproteobacteria,R08575,sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase,Sedoheptulose 7-phosphate + D-Glyceraldehyde 3-phosphate <=> D-Erythrose 4-phosphate + D-Fructose 6-phosphate,C05382 + C00118 <=> C00279 + C00085,C05382; C00118,C00279; C00085,C05382; C00118 [C7H15O10P | Sedoheptulose 7-phosphate; D-Sedoheptulose 7-phosphate; D-altro-Heptulose 7-phosphate; altro-Heptulose 7-phosphate],C00279; C00085 [C4H9O7P | D-Erythrose 4-phosphate],TRUE,D-Erythrose 4-phosphate,Product,D-Erythrose 4-phosphate
2.3.1.30,k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__unclassified_Acidimicrobiia;f__unclassified_Acidimicrobiia;g__unclassified_Acidimicrobiia;s__Acidimicrobiia_bacterium,unclassified Acidimicrobiia,Acidimicrobiia bacterium,Acidimicrobiia bacterium,R00586,acetyl-CoA:L-serine O-acetyltransferase,L-Serine + Acetyl-CoA <=> O-Acetyl-L-serine + CoA,C00065 + C00024 <=> C00979 + C00010,C00065; C00024,C00979; C00010,C00065; C00024 [C3H7NO3 | L-Serine; L-2-Amino-3-hydroxypropionic acid; L-3-Hydroxy-alanine; Serine],C00979; C00010 [C5H9NO4 | O-Acetyl-L-serine; O3-Acetyl-L-serine],TRUE,L-serine,Reactant,L-Serine
2.3.1.35,k__Bacteria;p__Acidobacteria;c__unclassified_Acidobacteria;o__unclassified_Acidobacteria;f__unclassified_Acidobacteria;g__unclassified_Acidobacteria;s__Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_65_29,unclassified Acidobacteria,Acidobacteria bacterium RIFCSPLOWO2 02 FULL 65 29,Acidobacteria bacterium RIFCSPLOWO2 02 FULL 65 29,R02282,N2-acetyl-L-ornithine:L-glutamate N-acetyltransferase,N-Acetylornithine + L-Glutamate <=> L-Ornithine + N-Acetyl-L-glutamate,C00437 + C00025 <=> C00077 + C00624,C00437; C00025,C00077; C00624,C00437; C00025 [C7H14N2O3 | N-Acetylornithine; N2-Acetyl-L-ornithine],"C00077; C00624 [C5H12N2O2 | L-Ornithine; (S)-2,5-Diaminovaleric acid; (S)-2,5-Diaminopentanoic acid; (S)-2,5-Diaminopentanoate]",TRUE,N-Acetylornithine; L-Ornithine,Reactant; Product,N-Acetylornithine; L-Ornithine
2.3.1.5,k__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__unclassified_Dehalococcoidia;f__unclassified_Dehalococcoidia;g__unclassified_Dehalococcoidia;s__Dehalococcoidia_bacterium,unclassified Dehalococcoidia,Dehalococcoidia bacterium,Dehalococcoidia bacterium,R07940,,"1,7-Dimethylxanthine <=> 5-Acetylamino-6-formylamino-3-methyluracil",C13747 <=> C16365,C13747,C16365,"C13747 [C7H8N4O2 | 1,7-Dimethylxanthine; Paraxanthine]",C16365 [C8H10N4O4 | 5-Acetylamino-6-formylamino-3-methyluracil; AFMU],TRUE,Paraxanthine,Reactant,Paraxanthine
2.3.1.65,k__Bacteria;p__Planctomycetes;c__unclassified_Planctomycetes;o__unclassified_Planctomycetes;f__unclassified_Planctomycetes;g__unclassified_Planctomycetes;s__unclassified_Planctomycetes,unclassified Planctomycetes,unclassified Planctomycetes,unclassified Planctomycetes,R08745,"3alpha,7alpha-dihydroxy-5beta-cholanoyl-CoA:taurine N-choloyltransferase; chenodeoxycholoyl-CoA:taurine N-chenodeoxycholoyltransferase",Chenodeoxycholoyl-CoA + Taurine <=> Taurochenodeoxycholate + CoA,C05337 + C00245 <=> C05465 + C00010,C05337; C00245,C05465; C00010,"C05337; C00245 [C45H74N7O19P3S | Chenodeoxycholoyl-CoA; 3alpha,7alpha-Dihydroxy-5beta-cholanoyl-CoA]",C05465; C00010 [C26H45NO6S | Taurochenodeoxycholate; Taurochenodeoxycholic acid; Chenodeoxycholoyltaurine],TRUE,Taurochenodeoxycholic acid,Product,Taurochenodeoxycholic acid
2.4.1.10,k__Bacteria;p__Acidobacteria;c__unclassified_Acidobacteria;o__unclassified_Acidobacteria;f__unclassified_Acidobacteria;g__unclassified_Acidobacteria;s__unclassified_Acidobacteria,unclassified Acidobacteria,unclassified Acidobacteria,unclassified Acidobacteria,R05140,"sucrose:2,6-beta-D-fructan 6-beta-D-fructosyltransferase",D-Glucose + Levan <=> Sucrose + Levan,C00031 + C06215 <=> C00089 + C06215,C00031; C06215,C00089; C06215,C00031; C06215 [C6H12O6 | D-Glucose; Grape sugar; Dextrose; Glucose; D-Glucopyranose],C00089; C06215 [C12H22O11 | Sucrose; Cane sugar; Saccharose; 1-alpha-D-Glucopyranosyl-2-beta-D-fructofuranoside],TRUE,Sucrose,Product,Sucrose
2.4.1.17,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodoplanes;s__Rhodoplanes_elegans,Rhodoplanes,Rhodoplanes elegans,Rhodoplanes elegans,R02358,UDPglucuronate beta-D-glucuronosyltransferase(acceptor-unspecific),Estrone + UDP-glucuronate <=> Estrone glucuronide + UDP,C00468 + C00167 <=> C11133 + C00015,C00468; C00167,C11133; C00015,"C00468; C00167 [C18H22O2 | Estrone; 3-Hydroxy-1,3,5(10)-estratrien-17-one]",C11133; C00015 [C24H30O8 | Estrone glucuronide; Estrone 3-glucuronide; Estrone beta-D-glucuronide],TRUE,Estrone,Reactant,Estrone
